"Composition or Attribute/Name";"Composition or Attribute/Occurrence";"Composition or Attribute/XPath";"Notes/EnhancedDefinition";"Class, data type of a composition or attribute/Name";"Class, data type of a composition or attribute/Codes";"Class, data type of a composition or attribute/Pattern";"Class, data type of a composition or attribute/TotalDigits";"Class, data type of a composition or attribute/FractionDigits";"Class, data type of a composition or attribute/MaxLength"
"Department";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAgent/PostalAddress/Department";"Identification of a division of a large organisation or building.";"Max70Text";"";"";"";"";"70"
"SubDepartment";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAgent/PostalAddress/SubDepartment";"Identification of a sub-division of a large organisation or building.";"Max70Text";"";"";"";"";"70"
"StreetName";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAgent/PostalAddress/StreetName";"Name of a street or thoroughfare.";"Max70Text";"";"";"";"";"70"
"BuildingNumber";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAgent/PostalAddress/BuildingNumber";"Number that identifies the position of a building on a street.";"Max16Text";"";"";"";"";"16"
"PostCode";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAgent/PostalAddress/PostCode";"Identifier consisting of a group of letters and/or numbers that is added to a postal address to assist the sorting of mail.";"Max16Text";"";"";"";"";"16"
"TownName";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAgent/PostalAddress/TownName";"Name of a built-up area, with defined boundaries, and a local government.";"Max35Text";"";"";"";"";"35"
"CountrySubDivision";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAgent/PostalAddress/CountrySubDivision";"Identifies a subdivision of a country such as state, region, county.";"Max35Text";"";"";"";"";"35"
"Country";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAgent/PostalAddress/Country";"Nation with its own government.";"CountryCode";"";"^[A-Z]{2,2}$";"";"";""
"AddressLine";"0..7";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAgent/PostalAddress/AddressLine";"Information that locates and identifies a specific address, as defined by postal services, presented in free format text.";"Max70Text";"";"";"";"";"70"
"CreditorAccount";"1..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAccount";"Provides the details to identify the beneficiary account.";"OBCashAccountCreditor3";"";"";"";"";""
"SchemeName";"1..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAccount/SchemeName";"Name of the identification scheme, in a coded form as published in an external list.";"OBExternalAccountIdentification4Code";"UK.OBIE.BBAN
UK.OBIE.IBAN
UK.OBIE.PAN
UK.OBIE.Paym
UK.OBIE.SortCodeAccountNumber";"";"";"";"40"
"Identification";"1..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAccount/Identification";"Identification assigned by an institution to identify an account. This identification is known by the account owner.";"Max256Text";"";"";"";"";"256"
"Name";"1..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAccount/Name";"Name of the account, as assigned by the account servicing institution.

Usage: The account name is the name or names of the account owner(s) represented at an account level. The account name is not the product name or the nickname of the account.
OB: ASPSPs may carry out name validation for Confirmation of Payee, but it is not mandatory.";"Max70Text";"";"";"";"";"70"
"SecondaryIdentification";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/CreditorAccount/SecondaryIdentification";"This is secondary identification of the account, as assigned by the account servicing institution. 
This can be used by building societies to additionally identify accounts with a roll number (in addition to a sort code and account number combination).";"Max34Text";"";"";"";"";"34"
"SupplementaryData";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Initiation/SupplementaryData";"Additional information that can not be captured in the structured fields and/or any other specific block.";"OBSupplementaryData1";"";"";"";"";""
"Authorisation";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Authorisation";"The authorisation type request from the TPP.";"OBAuthorisation1";"";"";"";"";""
"AuthorisationType";"1..1";"OBWriteInternationalStandingOrderConsent2/Data/Authorisation/AuthorisationType";"Type of authorisation flow requested.";"OBExternalAuthorisation1Code";"Any
Single";"";"";"";"35"
"CompletionDateTime";"0..1";"OBWriteInternationalStandingOrderConsent2/Data/Authorisation/CompletionDateTime";"Date and time at which the requested authorisation flow must be completed.";"ISODateTime";"";"";"";"";""
"Risk";"1..1";"OBWriteInternationalStandingOrderConsent2/Risk";"The Risk section is sent by the initiating party to the ASPSP. It is used to specify additional details for risk scoring for Payments.";"OBRisk1";"";"";"";"";""
"PaymentContextCode";"0..1";"OBWriteInternationalStandingOrderConsent2/Risk/PaymentContextCode";"Specifies the payment context";"OBExternalPaymentContext1Code";"BillPayment
EcommerceGoods
EcommerceServices
Other
PartyToParty";"";"";"";"35"
"MerchantCategoryCode";"0..1";"OBWriteInternationalStandingOrderConsent2/Risk/MerchantCategoryCode";"Category code conform to ISO 18245, related to the type of services or goods the merchant provides for the transaction.";"Min3Max4Text";"";"";"";"";"4"
"MerchantCustomerIdentification";"0..1";"OBWriteInternationalStandingOrderConsent2/Risk/MerchantCustomerIdentification";"The unique customer identifier of the PSU with the merchant.";"Max70Text";"";"";"";"";"70"
"DeliveryAddress";"0..1";"OBWriteInternationalStandingOrderConsent2/Risk/DeliveryAddress";"Information that locates and identifies a specific address, as defined by postal services or in free format text.";"PostalAddress18";"";"";"";"";""
"AddressLine";"0..2";"OBWriteInternationalStandingOrderConsent2/Risk/DeliveryAddress/AddressLine";"Information that locates and identifies a specific address, as defined by postal services, that is presented in free format text.";"Max70Text";"";"";"";"";"70"
"StreetName";"0..1";"OBWriteInternationalStandingOrderConsent2/Risk/DeliveryAddress/StreetName";"Name of a street or thoroughfare.";"Max70Text";"";"";"";"";"70"
"BuildingNumber";"0..1";"OBWriteInternationalStandingOrderConsent2/Risk/DeliveryAddress/BuildingNumber";"Number that identifies the position of a building on a street.";"Max16Text";"";"";"";"";"16"
"PostCode";"0..1";"OBWriteInternationalStandingOrderConsent2/Risk/DeliveryAddress/PostCode";"Identifier consisting of a group of letters and/or numbers that is added to a postal address to assist the sorting of mail.";"Max16Text";"";"";"";"";"16"
"TownName";"1..1";"OBWriteInternationalStandingOrderConsent2/Risk/DeliveryAddress/TownName";"Name of a built-up area, with defined boundaries, and a local government.";"Max35Text";"";"";"";"";"35"
"CountrySubDivision";"0..2";"OBWriteInternationalStandingOrderConsent2/Risk/DeliveryAddress/CountrySubDivision";"Identifies a subdivision of a country, for instance state, region, county.";"Max35Text";"";"";"";"";"35"
"Country";"1..1";"OBWriteInternationalStandingOrderConsent2/Risk/DeliveryAddress/Country";"Nation with its own government, occupying a particular territory.";"CountryCode";"";"^[A-Z]{2,2}$";"";"";""
"OBWriteInternationalStandingOrderConsentResponse2";"";"OBWriteInternationalStandingOrderConsentResponse2";"";"OBWriteInternationalStandingOrderConsentResponse2";"";"";"";"";""
"Data";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data";"";"OBWriteDataInternationalStandingOrderConsentResponse2";"";"";"";"";""
"ConsentId";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/ConsentId";"OB: Unique identification as assigned by the ASPSP to uniquely identify the consent resource.";"Max128Text";"";"";"";"";"128"
"CreationDateTime";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/CreationDateTime";"Date and time at which the resource was created.";"ISODateTime";"";"";"";"";""
"Status";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Status";"Specifies the status of resource in code form.";"OBExternalConsentStatus1Code";"Authorised
AwaitingAuthorisation
Consumed
Rejected";"";"";"";"35"
"StatusUpdateDateTime";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/StatusUpdateDateTime";"Date and time at which the resource status was updated.";"ISODateTime";"";"";"";"";""
"Permission";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Permission";"Specifies the Open Banking service request types.";"OBExternalPermissions2Code";"Create";"";"";"";"35"
"CutOffDateTime";"0..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/CutOffDateTime";"Specified cut-off date and time for the payment consent.";"ISODateTime";"";"";"";"";""
"Charges";"0..n";"OBWriteInternationalStandingOrderConsentResponse2/Data/Charges";"Set of elements used to provide details of a charge for the payment initiation.";"OBCharge2";"";"";"";"";""
"ChargeBearer";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Charges/ChargeBearer";"Specifies which party/parties will bear the charges associated with the processing of the payment transaction.";"OBChargeBearerType1Code";"BorneByCreditor
BorneByDebtor
FollowingServiceLevel
Shared";"";"";"";""
"Type";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Charges/Type";"Charge type, in a coded form.";"OBExternalPaymentChargeType1Code";"UK.OBIE.CHAPSOut";"";"";"";"40"
"Amount";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Charges/Amount";"Amount of money associated with the charge type.";"OBActiveOrHistoricCurrencyAndAmount";"";"";"";"";""
"Amount";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Charges/Amount/Amount";"A number of monetary units specified in an active currency where the unit of currency is explicit and compliant with ISO 4217.";"OBActiveCurrencyAndAmount_SimpleType";"";"^\d{1,13}\.\d{1,5}$";"";"";""
"Currency";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Charges/Amount/Currency";"A code allocated to a currency by a Maintenance Agency under an international identification scheme, as described in the latest edition of the international standard ISO 4217 ""Codes for the representation of currencies and funds"".";"ActiveOrHistoricCurrencyCode";"";"^[A-Z]{3,3}$";"";"";""
"Initiation";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Initiation";"The Initiation payload is sent by the initiating party to the ASPSP. It is used to request movement of funds from the debtor account to a creditor for an international standing order.";"OBInternationalStandingOrder2";"";"";"";"";""
"Frequency";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Initiation/Frequency";"Individual Definitions:
EvryDay - Every day
EvryWorkgDay - Every working day
IntrvlWkDay - An interval specified in weeks (01 to 09), and the day within the week (01 to 07)
WkInMnthDay - A monthly interval, specifying the week of the month (01 to 05) and day within the week (01 to 07)
IntrvlMnthDay - An interval specified in months (between 01 to 06, 12, 24), specifying the day within the month (-5 to -1, 1 to 31)
QtrDay - Quarterly (either ENGLISH, SCOTTISH, or RECEIVED). 
ENGLISH = Paid on the 25th March, 24th June, 29th September and 25th December. 
SCOTTISH = Paid on the 2nd February, 15th May, 1st August and 11th November.
RECEIVED = Paid on the 20th March, 19th June, 24th September and 20th December. 

Individual Patterns:
EvryDay (ScheduleCode)
EvryWorkgDay (ScheduleCode)
IntrvlWkDay:IntervalInWeeks:DayInWeek (ScheduleCode + IntervalInWeeks + DayInWeek)
WkInMnthDay:WeekInMonth:DayInWeek (ScheduleCode + WeekInMonth + DayInWeek)
IntrvlMnthDay:IntervalInMonths:DayInMonth (ScheduleCode + IntervalInMonths + DayInMonth)
QtrDay: + either (ENGLISH, SCOTTISH or RECEIVED) ScheduleCode + QuarterDay

The regular expression for this element combines five smaller versions for each permitted pattern. To aid legibility - the components are presented individually here:
EvryDay
EvryWorkgDay
IntrvlWkDay:0[1-9]:0[1-7]
WkInMnthDay:0[1-5]:0[1-7]
IntrvlMnthDay:(0[1-6]|12|24):(-0[1-5]|0[1-9]|[12][0-9]|3[01])
QtrDay:(ENGLISH|SCOTTISH|RECEIVED)

Full Regular Expression:
^(EvryDay)$|^(EvryWorkgDay)$|^(IntrvlWkDay:0[1-9]:0[1-7])$|^(WkInMnthDay:0[1-5]:0[1-7])$|^(IntrvlMnthDay:(0[1-6]|12|24):(-0[1-5]|0[1-9]|[12][0-9]|3[01]))$|^(QtrDay:(ENGLISH|SCOTTISH|RECEIVED))$";"Max35Text";"";"^(EvryDay)$|^(EvryWorkgDay)$|^(IntrvlWkDay:0[1-9]:0[1-7])$|^(WkInMnthDay:0[1-5]:0[1-7])$|^(IntrvlMnthDay:(0[1-6]|12|24):(-0[1-5]|0[1-9]|[12][0-9]|3[01]))$|^(QtrDay:(ENGLISH|SCOTTISH|RECEIVED))$";"";"";"35"
"Reference";"0..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Initiation/Reference";"Unique reference, as assigned by the creditor, to unambiguously refer to the payment transaction.

Usage: If available, the initiating party should provide this reference in the structured remittance information, to enable reconciliation by the creditor upon receipt of the amount of money.

If the business context requires the use of a creditor reference or a payment remit identification, and only one identifier can be passed through the end-to-end chain, the creditor's reference or payment remittance identification should be quoted in the end-to-end transaction identification.";"Max35Text";"";"";"";"";"35"
"NumberOfPayments";"0..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Initiation/NumberOfPayments";"Number of the payments that will be made in completing this frequency sequence including any executed since the sequence start date.";"Max35Text";"";"";"";"";"35"
"FirstPaymentDateTime";"1..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Initiation/FirstPaymentDateTime";"The date on which the first payment for a Standing Order schedule will be made.";"ISODateTime";"";"";"";"";""
"FinalPaymentDateTime";"0..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Initiation/FinalPaymentDateTime";"The date on which the final payment for a Standing Order schedule will be made.";"ISODateTime";"";"";"";"";""
"Purpose";"0..1";"OBWriteInternationalStandingOrderConsentResponse2/Data/Initiation/Purpose";"Specifies the external purpose code in the format of character string with a maximum length of 4 characters.
The list of valid codes is an external code list published separately.
External code sets can be downloaded from www.iso20022.org.";"OBExternalPurpose1Code1";"";"";"";"";"4"
